"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","date"
"2021-01-03","00-39","1","66",NA,NA,1.01970581487241e-05,NA,NA,1.01970581487241e-05,2021-01-03
"2021-01-10","00-39","1","66",0.000170677590032429,0.000276594567682691,0.000158054401305223,0.000170677590032429,0.000276594567682691,0.000147857343156499,2021-01-10
"2021-01-17","00-39","1","66",0.00204022150976392,0.00205223880597015,0.00117776021617763,0.00174876129408336,0.00177238805970149,0.00101970581487241,2021-01-17
"2021-01-24","00-39","1","66",0.00410108623365108,0.00419776119402985,0.0025390674790323,0.00204022150976392,0.00223880597014925,0.00136130726285467,2021-01-24
"2021-01-31","00-39","1","66",0.0051309460181721,0.00550373134328358,0.00330894536926097,0.00116584086272224,0.00130597014925373,0.000769877890228669,2021-01-31
"2021-02-07","00-39","1","66",0.00560805898847232,0.00615671641791045,0.00357916741020216,0.000512032770097286,0.000691486419206727,0.000270222040941188,2021-02-07
"2021-02-14","00-39","1","66",0.00781732153877803,0.0083955223880597,0.00489458791138756,0.00234521575984991,0.00233208955223881,0.00131542050118541,2021-02-14
"2021-02-21","00-39","1","66",0.00924514883673677,0.00960820895522388,0.00554210110383154,0.000853387950162144,0.00111940298507463,0.00064751319244398,2021-02-21
"2021-02-28","00-39","1","66",0.0109722645534898,0.0115671641791045,0.00666887602926556,0.00191717791411043,0.0021455223880597,0.00112677492543401,2021-02-28
"2021-03-07","00-39","1","66",0.0133089505232145,0.0142723880597015,0.00805057740841767,0.0023268546400219,0.00251865671641791,0.00138170137915211,2021-03-07
"2021-03-14","00-39","1","66",0.0165599918723966,0.0176305970149254,0.00980956993907258,0.00341724569996583,0.00335820895522388,0.00175899253065491,2021-03-14
"2021-03-21","00-39","1","66",0.0179823224626638,0.0191231343283582,0.0105386595967063,0.00141665354950417,0.00149253731343284,0.000729089657633773,2021-03-21
"2021-03-28","00-39","1","66",0.0133634602969658,0.0223880597014925,0.0122976521273613,0.00319379491274096,0.00326492537313433,0.00175899253065491,2021-03-28
"2021-04-04","00-39","1","66",0.0162040025823112,0.0207310186078764,0.0147602416702781,0.00417580123186136,0.00457089552238806,0.00246258954291687,2021-04-04
"2021-04-11","00-39","1","66",0.0190445448676566,0.0246627635162667,0.0175593341321029,0.0047378395451674,0.00513059701492537,0.00279909246182476,2021-04-11
